Statut & inventaire des immobilisations :;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type d'immobilisation :;Section analystique :;Statut :;Type de demande de modification du fichier des immobilisations :;;;;;;;;;;;;;;;;;;;;;;;;
immo inventoriables immatriculables (IMA);7500;Cmd en cours;Mise en service immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
immo inventoriables dénombrable (DEN);7510;Cmd réceptionné - Attente de mise en service;Cession - Vente de l'immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
Immo Analysables (VAL) ;7520;Mise en service;Mise au rebut de l'immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
-;7540;Perdu;Transfert d'immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
-;-;Rebuté;-;;;;;;;;;;;;;;;;;;;;;;;;
-;-;Vendu;-;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
N°CAB;"Code Projet
(CAPEX)";"N° d'immo / 
Nom fond de dossier";Type d'immo;Fournisseur;Code article;Désignation;Description;N° de série;No CMD;Section analytique;Zone;Localisation;Qté;PU;Montant Cde dans la devise de transaction;Date OA;Date livr.;Date mise en service;Date sortie;Statut;BL;Facture;Type de demande de modification du fichier des immobilisations :;Decription du code projet;Propriétaire;Immatriculé ?;Colonne1
Z20293;22015209;Z20293_22015209_;;;;;;;;;;;1,00;1849,00;;10/05/2022;31/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;;
Z20294;22015209;Z20294_22015209_5016663;immo inventoriables immatriculables (IMA);MICRODATA;;LAPTOP DELL LATITUDE 5420 XCTO;;;5016663;;;;1,00;9312,00;;13/05/2022;28/07/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;;
Z20295;22015209;Z20295_22015209_5016663;immo inventoriables immatriculables (IMA);MICRODATA;;LAPTOP DELL LATITUDE 5420 XCTO;;;5016663;;;;1,00;9312,00;;13/05/2022;28/07/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;;
Z20036;20012031;Z20036_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20297;21013482;Z20297_21013482_5018138;Immo Analysables (VAL) ;DB GROUPE;;LICENCE GESTIMP (licence gest);;;5018138;;;;1,00;3950,00;;03/06/2022;17/11/2022;;;;;;;#N/A;;;
Z20298;21013482;Z20298_21013482_5018138;Immo Analysables (VAL) ;DB GROUPE;;développement application (dev-genp3);;;5018138;;;;1,00;2550,00;;03/06/2022;17/11/2022;;;;;;;#N/A;;;
Z20037;20012031;Z20037_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20038;20012031;Z20038_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20039;20012031;Z20039_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20040;20012031;Z20040_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20041;20012031;Z20041_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20304;22015302;Z20304_22015302_5018547;immo inventoriables dénombrable (DEN);DOGA INDUSTRIES;;simulateur semi-élastique SVS 13 SE 13 MM-1/4;;;5018547;7520;CAVE;CAVE;1,00;1577,80;;10/06/2022;26/07/2022;;;;;;;Enveloppe transfert PLA > SAM;;;
Z20305;22015302;Z20305_22015302_5018547;immo inventoriables immatriculables (IMA);DOGA INDUSTRIES;;lecteur testeur de couple spec EZ10-V4;;;5018547;7520;CAVE;CAVE;1,00;17500,00;;10/06/2022;26/07/2022;;;;;;;Enveloppe transfert PLA > SAM;;;
Z20306;22015302;Z20306_22015302_5018548;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;DC POWER SUPPLY CODE COMMANDE RS 810-6333;;;5018548;7520;LABO;LABO;1,00;424,96;;10/06/2022;05/09/2023;;;;;;;Enveloppe transfert PLA > SAM;;;
Z20307;22015466;Z20307_22015466_5018892;immo inventoriables immatriculables (IMA);DAVUM TMC;;Dénudeur thermique PB150M AD V9.0/PB150M-18;;;5018892;7520;LABO ;LABO ;1,00;1147,50;;15/06/2022;19/01/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20308;22015466;Z20308_22015466_5018892;immo inventoriables immatriculables (IMA);DAVUM TMC;;Dénudeur thermique PB150M AD V9.0/PB150M-18;;;5018892;7520;ILOT SE;ILOT SE;1,00;1147,50;;15/06/2022;19/01/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20309;22015302;Z20309_22015302_5018893;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;LECTURE CODE BARRE USB/ RS 8765819;;;5018893;7520;CAVE;CAVE AG;1,00;280,84;;15/06/2022;31/12/5999;;;;;;;Enveloppe transfert PLA > SAM;;;
Z20310;22015466;Z20310_22015466_5018894;immo inventoriables dénombrable (DEN);DOGA INDUSTRIES;;SIMULATEUR SEMI-ELASTIQUE SVS 13SE 13 MM-1/4;;;5018894;7520;ILOT ELEC;POSTE ASSEMBLAGE;1,00;1577,80;;15/06/2022;19/08/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20311;22015466;Z20311_22015466_5018894;immo inventoriables immatriculables (IMA);DOGA INDUSTRIES;;LECTURE TESTEUR DE COUPLE SPEC EZ10-V4;;;5018894;7520;ILOT ELEC;POSTE ASSEMBLAGE;1,00;17500,00;;15/06/2022;19/08/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20042;20012031;Z20042_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20043;20012031;Z20043_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20044;20012031;Z20044_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20045;20012031;Z20045_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20046;20012031;Z20046_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20047;20012031;Z20047_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20048;20012031;Z20048_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20049;20012031;Z20049_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20050;20012031;Z20050_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z20051;20012031;Z20051_20012031_5016342;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier transfert;;;5016342;;;;1,00;4500,00;;21/12/2020;22/03/2021;;;;;;;#N/A;;;
Z30074;20011876;Z30074_20011876_2450349;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier;;;2450349;;;Elec;1,00;4500,00;;29/10/2020;24/11/2020;;;;;;;Transfert AFMC;;;
Z30075;20011876;Z30075_20011876_2450349;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier;;;2450349;;;;1,00;4500,00;;29/10/2020;24/11/2020;;;;;;;Transfert AFMC;;;
Z30076;20011876;Z30076_20011876_2450349;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier;;;2450349;;;Elec;1,00;4500,00;;29/10/2020;24/11/2020;;;;;;;Transfert AFMC;;;
Z30077;20011876;Z30077_20011876_2450349;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier;;;2450349;;;;1,00;4500,00;;29/10/2020;24/11/2020;;;;;;;Transfert AFMC;;;
Z20326;22015466;Z20326_22015466_5018904;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;DUALPORT SOLDERING/RS 8600150;;;5018904;7520;CAVE;CAVE POUR MRO;1,00;464,70;;15/06/2022;26/09/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20327;22015466;Z20327_22015466_5018904;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;ARMOIRE BASSE 915*459*456/RS 3147635;;;5018904;;;;1,00;272,60;;15/06/2022;08/10/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20328;22015466;Z20328_22015466_5018904;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;MICRO OHMMETRE/ RS 523392;;;5018904;7520;ILOT A321LR;POSTE CONTROLE;1,00;2146,38;;15/06/2022;05/10/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20329;22015466;Z20329_22015466_5018904;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;MULTIMETRE DC POWER SUPPLY/RS 8777969;;;5018904;7520;MRO;MRO;1,00;986,87;;15/06/2022;26/09/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20330;22015466;Z20330_22015466_5018904;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;DUALPORT SOLDERING/RS 8600150;;;5018904;;;;1,00;464,70;;15/06/2022;26/09/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20331;22015466;Z20331_22015466_5018907;Immo Analysables (VAL) ;SEFELEC S.A.;;Transport;;;5018907;7520;CAVE;CAVE;1,00;102,00;;15/06/2022;27/12/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20332;22015466;Z20332_22015466_5018907;immo inventoriables dénombrable (DEN);SEFELEC S.A.;;ISO EN10012 CONSTAT VERIFICATION AVEC RELEVE MESU;;;5018907;7520;CAVE;CAVE;1,00;215,00;;15/06/2022;27/12/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20333;22015466;Z20333_22015466_5018907;immo inventoriables immatriculables (IMA);SEFELEC S.A.;;Dielectrimètre;;;5018907;7520;LABO ;LABO ;1,00;5740,00;;15/06/2022;27/12/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20334;22015466;Z20334_22015466_5018907;immo inventoriables dénombrable (DEN);SEFELEC S.A.;;Poignard;;;5018907;7520;CAVE;CAVE;1,00;360,00;;15/06/2022;27/12/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20335;22015465;Z20335_22015465_;;;;;;;;;;;1,00;10170,00;;29/06/2022;19/08/2022;;;;;;;Moyens & infra IT;;;
Z20336;22015465;Z20336_22015465_;;;;;;;;;;;1,00;10170,00;;29/06/2022;19/08/2022;;;;;;;Moyens & infra IT;;;
Z20337;22015465;Z20337_22015465_;;;;;;;;;;;1,00;10170,00;;29/06/2022;19/08/2022;;;;;;;Moyens & infra IT;;;
Z20338;22015465;Z20338_22015465_;;;;;;;;;;;1,00;10170,00;;29/06/2022;19/08/2022;;;;;;;Moyens & infra IT;;;
Z20339;22015465;Z20339_22015465_;;;;;;;;;;;1,00;10170,00;;29/06/2022;19/08/2022;;;;;;;Moyens & infra IT;;;
Z20340;22015465;Z20340_22015465_;;;;;;;;;;;1,00;10170,00;;29/06/2022;19/08/2022;;;;;;;Moyens & infra IT;;;
Z20341;22015465;Z20341_22015465_;;;;;;;;;;;1,00;10170,00;;29/06/2022;19/08/2022;;;;;;;Moyens & infra IT;;;
Z20342;22015465;Z20342_22015465_;;;;;;;;;;;1,00;10170,00;;29/06/2022;19/08/2022;;;;;;;Moyens & infra IT;;;
Z20343;22015465;Z20343_22015465_;;;;;;;;;;;1,00;10170,00;;29/06/2022;19/08/2022;;;;;;;Moyens & infra IT;;;
Z20344;22015302;Z20344_22015302_;;;;;;;;;;;1,00;10170,00;;29/06/2022;19/08/2022;;;;;;;Enveloppe transfert PLA > SAM;;;
Z20345;22015302;Z20345_22015302_;;;;;;;;;;;1,00;10170,00;;29/06/2022;19/08/2022;;;;;;;Enveloppe transfert PLA > SAM;;;
Z20346;22015302;Z20346_22015302_5021211;immo inventoriables immatriculables (IMA);SMEF;;PRESSE A GENOUILLE MANUELLE REF 086760 5;;;5021211;7520;ILOT SE;POSTE PLATINE;1,00;20364,20;;18/07/2022;31/08/2022;;;;;;;Enveloppe transfert PLA > SAM;;;
Z20347;22015466;Z20347_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;382A023-25-0/BOOT;;;5021829;7520;CAVE;CAVE;4,00;16,70;;26/07/2022;03/10/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20348;22015466;Z20348_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;851-06EC12-10S50 CONNECTOR;;;5021829;7520;CAVE;CAVE;7,00;38,50;;26/07/2022;03/10/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20349;22015466;Z20349_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;851-06EC10-6S50 CONNECTOR;;;5021829;7520;CAVE;CAVE;2,00;34,50;;26/07/2022;03/10/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20350;22015466;Z20350_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;8525-16R10B6SNH002 CONNECTOR;;;5021829;7520;CAVE;CAVE;3,00;50,20;;26/07/2022;03/10/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20351;22015466;Z20351_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;8533-4RS10-06S6 CONNECTOR;;;5021829;7520;CAVE;CAVE;3,00;158,00;;26/07/2022;08/02/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20352;22015466;Z20352_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;8533-4RS10-06SN CONNECTOR;;;5021829;7520;CAVE;CAVE;3,00;158,30;;26/07/2022;08/02/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20353;22015466;Z20353_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;AE326FB98SA CONNECTOR;;;5021829;7520;CAVE;CAVE;4,00;44,40;;26/07/2022;28/10/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20354;22015466;Z20354_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;AE326WB98SN CONNECTOR;;;5021829;7520;CAVE;CAVE;6,00;47,40;;26/07/2022;05/10/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20355;22015466;Z20355_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;AE326WB99SN CONNECTOR;;;5021829;7520;CAVE;CAVE;9,00;40,20;;26/07/2022;07/12/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20356;22015466;Z20356_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;AE83395K1005N  CONNECTOR;;;5021829;7520;CAVE;CAVE;2,00;94,00;;26/07/2022;16/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20357;22015466;Z20357_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;AE83395K10066 CONNECTOR;;;5021829;7520;CAVE;CAVE;3,00;92,20;;26/07/2022;08/10/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20358;22015466;Z20358_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;AE83395K1006N CONNECTOR;;;5021829;7520;CAVE;CAVE;1,00;99,95;;26/07/2022;05/10/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20359;22015466;Z20359_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;M85049/52-1-10N BACKSHELL;;;5021829;7520;CAVE;CAVE;6,00;29,90;;26/07/2022;03/10/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20360;22015466;Z20360_22015466_5021829;immo inventoriables dénombrable (DEN);A2C AIR COST CONTROL;;8533-4RS10-05SN CONNECTOR;;;5021829;7520;CAVE;CAVE;3,00;158,00;;26/07/2022;12/01/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z30078;20011876;Z30078_20011876_2450349;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier;;;2450349;;;;1,00;4500,00;;29/10/2020;24/11/2020;;;;;;;Transfert AFMC;;;
Z30079;20011876;Z30079_20011876_2450349;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier;;;2450349;;;A321LR;1,00;4500,00;;29/10/2020;24/11/2020;;;;;;;Transfert AFMC;;;
Z30080;20011876;Z30080_20011876_2450349;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier;;;2450349;;;Jauges;1,00;4500,00;;29/10/2020;24/11/2020;;;;;;;Transfert AFMC;;;
Z30081;20011876;Z30081_20011876_2450349;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier;;;2450349;;;Jauges;1,00;4500,00;;29/10/2020;24/11/2020;;;;;;;Transfert AFMC;;;
Z30082;20011876;Z30082_20011876_2450349;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier;;;2450349;;;Jauges;1,00;4500,00;;29/10/2020;24/11/2020;;;;;;;Transfert AFMC;;;
Z30083;20011876;Z30083_20011876_2450349;immo inventoriables immatriculables (IMA);CHAFII INDUSTRIELLE;;Mobilier;;;2450349;;;Actionneur;1,00;4500,00;;29/10/2020;24/11/2020;;;;;;;Transfert AFMC;;;
Z20367;22015466;Z20367_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;1034329;;;5021937;7520;CAVE;CAVE;1,00;2,42;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20368;22015466;Z20368_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;1034335;;;5021937;7520;CAVE;CAVE;1,00;2,42;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20369;22015466;Z20369_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;1034357;;;5021937;7520;CAVE;CAVE;1,00;1,14;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20370;22015466;Z20370_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;1298292;;;5021937;7520;CAVE;CAVE;14,00;28,86;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20371;22015466;Z20371_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;1600718;;;5021937;7520;CAVE;CAVE;8,00;20,24;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20372;22015466;Z20372_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;1600724;;;5021937;7520;CAVE;CAVE;10,00;20,79;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20373;22015466;Z20373_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;1814563;;;5021937;7520;CAVE;CAVE;5,00;1,80;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20374;22015466;Z20374_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;1814579;;;5021937;7520;CAVE;CAVE;5,00;1,93;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20375;22015466;Z20375_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;1814585;;;5021937;7520;CAVE;CAVE;5,00;1,80;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20376;22015466;Z20376_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;1814771;;;5021937;7520;CAVE;CAVE;5,00;1,80;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20377;22015466;Z20377_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;2067517;;;5021937;7520;CAVE;CAVE;24,00;6,53;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20378;22015466;Z20378_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;2067557;;;5021937;7520;CAVE;CAVE;1,00;7,61;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20379;22015466;Z20379_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;2181432;;;5021937;7520;CAVE;CAVE;4,00;19,76;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20380;22015466;Z20380_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;2259354;;;5021937;7520;CAVE;CAVE;2,00;17,00;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20381;22015466;Z20381_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;3204003;;;5021937;7520;CAVE;CAVE;2,00;23,57;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20382;22015466;Z20382_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;3658545;;;5021937;7520;CAVE;CAVE;1,00;10,21;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20383;22015466;Z20383_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;5173377;;;5021937;7520;CAVE;CAVE;3,00;4,62;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20384;22015466;Z20384_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;564882;;;5021937;7520;CAVE;CAVE;2,00;6,18;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20385;22015466;Z20385_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;738496;;;5021937;7520;CAVE;CAVE;1,00;1,41;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20386;22015466;Z20386_22015466_5021937;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;7531643;;;5021937;7520;CAVE;CAVE;12,00;4,50;;27/07/2022;07/11/2022;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
